,real_w,emos_iso_w,emos_perez_w,pvprog_best_w,htw_w,htw_intraday_w
2026-04-20 14:15:00+00:00,6008.303333333333,6849.307199049595,6590.319660673186,5527.071282518059,0.0,6008.303333333333
2026-04-20 14:30:00+00:00,7275.98,6612.173404257963,6369.136224953756,5341.572448064152,0.0,7275.98
2026-04-20 14:45:00+00:00,6138.145555555556,6367.158575706355,6128.5293025023575,5139.783812621796,0.0,6138.145555555556
2026-04-20 15:00:00+00:00,6698.052222222223,6112.615606709474,5868.4387379087,4921.654925946113,0.0,6698.052222222223
2026-04-20 15:15:00+00:00,3316.8844444444444,6014.709169664801,5770.721779221934,4839.703120270353,0.0,3316.8844444444444
2026-04-20 15:30:00+00:00,6088.59,5963.037004932725,5613.411800552759,4707.7727268564595,0.0,6088.59
2026-04-20 15:45:00+00:00,5505.587777777778,5931.208821570503,5429.645390533538,4553.654247054992,0.0,5505.587777777778
2026-04-20 16:00:00+00:00,4777.106666666667,5880.356717295205,5217.805438241206,4375.991466326485,0.0,4777.106666666667
2026-04-20 16:15:00+00:00,4342.763333333333,5609.686909396942,4853.496440631594,4070.4582141738365,0.0,4342.763333333333
2026-04-20 16:30:00+00:00,3857.8277777777776,5287.412969296707,4482.479055265065,3759.2988711436055,0.0,3857.8277777777776
2026-04-20 16:45:00+00:00,2405.407777777778,4901.390320150915,4107.056662588233,3444.4452020931453,0.0,2405.407777777778
2026-04-20 17:00:00+00:00,2186.366666666667,4432.220715701967,3729.5080685773355,3127.8083621284595,0.0,2186.366666666667
2026-04-20 17:15:00+00:00,1569.77,3822.5809877318657,3098.744891197377,2598.8092811627116,0.0,1569.77
2026-04-20 17:30:00+00:00,1019.3255813953489,2778.9270569821974,2438.9219459359488,2045.4387862437438,0.0,1019.3255813953489
2026-04-20 17:45:00+00:00,,17.36179743787444,1787.889435927952,1499.4405228327562,0.0,0.0
2026-04-20 18:00:00+00:00,,0.0,0.0,0.0,0.0,0.0
2026-04-20 18:15:00+00:00,,0.0,0.0,0.0,0.0,0.0
2026-04-20 18:30:00+00:00,,0.0,0.0,0.0,0.0,0.0
2026-04-20 18:45:00+00:00,,0.0,0.0,0.0,0.0,0.0
2026-04-20 19:00:00+00:00,,0.0,0.0,0.0,0.0,0.0
2026-04-20 19:15:00+00:00,,0.0,0.0,0.0,0.0,0.0
2026-04-20 19:30:00+00:00,,0.0,0.0,0.0,0.0,0.0
2026-04-20 19:45:00+00:00,,0.0,0.0,0.0,0.0,0.0
2026-04-20 20:00:00+00:00,,0.0,0.0,0.0,0.0,0.0
2026-04-20 20:15:00+00:00,,0.0,0.0,0.0,0.0,0.0
2026-04-20 20:30:00+00:00,,0.0,0.0,0.0,0.0,0.0
2026-04-20 20:45:00+00:00,,0.0,0.0,0.0,0.0,0.0
2026-04-20 21:00:00+00:00,,0.0,0.0,0.0,0.0,0.0
2026-04-20 21:15:00+00:00,,0.0,0.0,0.0,0.0,0.0
2026-04-20 21:30:00+00:00,,0.0,0.0,0.0,0.0,0.0
2026-04-20 21:45:00+00:00,,0.0,0.0,0.0,0.0,0.0
2026-04-20 22:00:00+00:00,,0.0,0.0,0.0,0.0,0.0
2026-04-20 22:15:00+00:00,,0.0,0.0,0.0,0.0,0.0
2026-04-20 22:30:00+00:00,,0.0,0.0,0.0,0.0,0.0
2026-04-20 22:45:00+00:00,,0.0,0.0,0.0,0.0,0.0
2026-04-20 23:00:00+00:00,,0.0,0.0,0.0,0.0,0.0
2026-04-20 23:15:00+00:00,,0.0,0.0,0.0,0.0,0.0
2026-04-20 23:30:00+00:00,,0.0,0.0,0.0,0.0,0.0
2026-04-20 23:45:00+00:00,,0.0,0.0,0.0,0.0,0.0
